userid,dbid,toplevel,queryid,query,plans,total_plan_time,min_plan_time,max_plan_time,mean_plan_time,stddev_plan_time,calls,total_exec_time,min_exec_time,max_exec_time,mean_exec_time,stddev_exec_time,rows,shared_blks_hit,shared_blks_read,shared_blks_dirtied,shared_blks_written,local_blks_hit,local_blks_read,local_blks_dirtied,local_blks_written,temp_blks_read,temp_blks_written,shared_blk_read_time,shared_blk_write_time,local_blk_read_time,local_blk_write_time,temp_blk_read_time,temp_blk_write_time,wal_records,wal_fpi,wal_bytes,jit_functions,jit_generation_time,jit_inlining_count,jit_inlining_time,jit_optimization_count,jit_optimization_time,jit_emission_count,jit_emission_time,jit_deform_count,jit_deform_time,stats_since,minmax_stats_since
1610550,1610538,t,,<insufficient privilege>,0,0,0,0,0,0,155,7315.370733999997,2.44377,130.958592,47.195940219354824,25.994682217078,2170,61676,2198,0,24,0,0,0,0,0,0,6613.686819000001,0.24564300000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 03:11:03.919612+00,2026-03-16 03:11:03.919612+00
66015814,66003538,t,,<insufficient privilege>,0,0,0,0,0,0,1,0.009381,0.009381,0.009381,0.009381,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 08:27:27.610234+00,2026-03-16 08:27:27.610234+00
56058788,56058749,t,,<insufficient privilege>,0,0,0,0,0,0,33,94.61302199999999,1.9852319999999999,12.753156,2.8670612727272724,2.2564196660399354,33,10296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 04:46:24.098782+00,2026-03-16 04:46:24.098782+00
10289202,10289188,t,,<insufficient privilege>,0,0,0,0,0,0,720227,110931.92712700147,0.058982,969.7010310000001,0.15402356080374865,2.0439296860075458,720227,12346265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-13 10:32:50.753505+00,2026-02-13 10:32:50.753505+00
56094673,56094656,t,,<insufficient privilege>,0,0,0,0,0,0,99745,4352.488024000046,0.012632,70.937562,0.04363615242869363,0.4927514597134843,4679,406082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-15 03:38:03.583605+00,2026-02-15 03:38:03.583605+00
71512638,71510822,t,,<insufficient privilege>,0,0,0,0,0,0,173,3.504952,0.012721,0.240976,0.020259838150289016,0.01767793915837192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-14 04:39:30.710246+00,2026-03-14 04:39:30.710246+00
10,16384,t,,<insufficient privilege>,0,0,0,0,0,0,99,1.5149600000000003,0.008233,0.179637,0.015302626262626266,0.02065077706444411,4950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 01:33:17.3475+00,2026-03-16 01:33:17.3475+00
56099700,56099681,t,,<insufficient privilege>,0,0,0,0,0,0,71720,3562.888854999971,0.025232,70.660082,0.04967775871444466,0.4628665055879663,30852,430230,90,0,0,0,0,0,0,0,0,273.66211400000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-15 07:55:23.697634+00,2026-02-15 07:55:23.697634+00
58888726,58888702,t,,<insufficient privilege>,0,0,0,0,0,0,459,283.8118479999998,0.387043,14.324902,0.6183264662309365,0.8739509572138333,459,291621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-12 21:27:51.361955+00,2026-03-12 21:27:51.361955+00
6068091,6068078,t,,<insufficient privilege>,0,0,0,0,0,0,11,104.617022,5.851179,20.019232000000002,9.510638363636364,4.165912501139878,58,6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 08:04:39.018695+00,2026-03-16 08:04:39.018695+00
45251701,45247207,t,,<insufficient privilege>,0,0,0,0,0,0,56,1.1212770000000003,0.008212,0.119504,0.020022803571428577,0.01622778495405295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-15 13:22:58.392362+00,2026-03-15 13:22:58.392362+00
41764037,41760477,t,,<insufficient privilege>,0,0,0,0,0,0,46428,61.932128000000226,0.000338,9.080421999999999,0.0013339391746360005,0.04831311389819845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-14 01:06:28.034397+00,2026-02-14 01:06:28.034397+00
41764037,41760477,t,,<insufficient privilege>,0,0,0,0,0,0,10,0.13114900000000002,0.010328,0.023735,0.013114900000000002,0.0038712170295657666,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 08:21:57.182938+00,2026-03-16 08:21:57.182938+00
32065295,32064342,t,,<insufficient privilege>,0,0,0,0,0,0,86,104.073145,0.018726999999999997,12.785829,1.2101528488372093,2.220891651490594,16452,5018,24,0,0,0,0,0,0,0,0,55.401680000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 00:07:28.419423+00,2026-03-16 00:07:28.419423+00
76831764,76769950,t,,<insufficient privilege>,0,0,0,0,0,0,1994800,3902.713485999958,0.000342,27.789335,0.0019564434960898124,0.04563172285168961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-12 09:32:34.714407+00,2026-03-12 09:32:34.714407+00
10,16384,t,,<insufficient privilege>,0,0,0,0,0,0,99,1.175568,0.006792,0.053249,0.011874424242424242,0.005829515821138772,4950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 00:30:17.438624+00,2026-03-16 00:30:17.438624+00
6068091,6068078,t,,<insufficient privilege>,0,0,0,0,0,0,2,0.010309,0.005151,0.005158,0.0051545,3.500000000000031e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 08:28:23.408807+00,2026-03-16 08:28:23.408807+00
20563,5,t,,<insufficient privilege>,0,0,0,0,0,0,44454,880.2596899999998,0.005953,137.56760400000002,0.01980158568407792,0.7961774155679259,44454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-13 10:32:57.351153+00,2026-02-13 10:32:57.351153+00
26739460,26739437,t,,<insufficient privilege>,0,0,0,0,0,0,7,0.45416900000000004,0.047011000000000004,0.140763,0.06488128571428572,0.031248213460769173,56,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 08:18:01.787958+00,2026-03-16 08:18:01.787958+00
75012446,75012427,t,,<insufficient privilege>,0,0,0,0,0,0,360,53.07610299999996,0.050726,4.972839,0.14743361944444433,0.49086540024573183,15120,6844,12,0,0,0,0,0,0,0,0,14.312109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-13 06:02:15.643188+00,2026-03-13 06:02:15.643188+00
41256075,41251675,t,,<insufficient privilege>,0,0,0,0,0,0,6384,857.2053399999998,0.002616,21.330465,0.13427401942355885,0.8224829605055225,6384,12264,345,0,0,0,0,0,0,0,0,261.542553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-13 11:01:59.580599+00,2026-02-13 11:01:59.580599+00
45802638,45800982,t,,<insufficient privilege>,0,0,0,0,0,0,16,0.21634599999999998,0.009521000000000002,0.032777999999999995,0.013521624999999999,0.005870162464478729,80,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 07:15:38.916907+00,2026-03-16 07:15:38.916907+00
10,16384,t,,<insufficient privilege>,0,0,0,0,0,0,98,1.401618,0.008214,0.037584,0.014302224489795918,0.004633421644236341,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 07:41:17.722659+00,2026-03-16 07:41:17.722659+00
64067953,64065305,t,,<insufficient privilege>,0,0,0,0,0,0,232,10.162941999999997,0.018165999999999998,1.0813920000000001,0.04380578448275861,0.1051152670655595,464,2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-13 21:50:49.014675+00,2026-03-13 21:50:49.014675+00
45802638,45800982,t,,<insufficient privilege>,0,0,0,0,0,0,75,2.033359,0.013061999999999999,0.086913,0.027111453333333334,0.014200706684099286,75,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 02:21:41.311729+00,2026-03-16 02:21:41.311729+00
69131053,69131028,t,,<insufficient privilege>,0,0,0,0,0,0,23166,5298.700016000017,0.134845,33.750232,0.22872744608478016,0.5483624715897416,23166,972060,7,0,0,0,0,0,0,0,0,2.498706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-28 06:22:04.132972+00,2026-02-28 06:22:04.132972+00
10,16384,t,,<insufficient privilege>,0,0,0,0,0,0,98,1.4176160000000004,0.008416,0.041121,0.014465469387755106,0.005332680185736681,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 06:12:19.393513+00,2026-03-16 06:12:19.393513+00
65343194,65343178,t,,<insufficient privilege>,0,0,0,0,0,0,130,206.30385400000006,0.06645000000000001,39.254509,1.5869527230769236,5.1670929286845775,130,2862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-14 03:42:44.526143+00,2026-03-14 03:42:44.526143+00
71512638,71510822,t,,<insufficient privilege>,0,0,0,0,0,0,6322,505.16564499999777,0.00705,27.680778,0.07990598623853176,0.4481549327311016,50232,51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-02 19:48:33.398707+00,2026-03-02 19:48:33.398707+00
44867332,44867043,t,,<insufficient privilege>,0,0,0,0,0,0,63,0.845203,0.001905,0.112607,0.013415920634920635,0.01412295996033835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 01:09:57.732024+00,2026-03-16 01:09:57.732024+00
15720134,15720114,t,,<insufficient privilege>,0,0,0,0,0,0,66,30.297283999999998,0.000701,13.914014,0.45904975757575756,1.731534943468297,2496,635,7,0,0,0,0,0,0,0,0,20.037654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 07:48:12.366834+00,2026-03-16 07:48:12.366834+00
65029672,65029651,t,,<insufficient privilege>,0,0,0,0,0,0,18398,690.2805960000017,0.005682,233.554463,0.03751932797043166,1.7285081999511722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-22 19:51:30.594205+00,2026-02-22 19:51:30.594205+00
6907427,6907414,t,,<insufficient privilege>,0,0,0,0,0,0,2483,149.82993700000037,0.004856,69.25529599999999,0.06034230245670575,1.404240539982391,2483,7437,12,0,0,0,0,0,0,0,0,86.69781900000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-11 10:50:05.675356+00,2026-03-11 10:50:05.675356+00
65139967,65139949,t,,<insufficient privilege>,0,0,0,0,0,0,262,196.56593899999987,0.09778200000000001,74.739453,0.7502516755725186,5.4353097179290994,34584,18625,298,0,0,0,0,0,0,0,0,180.887212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-13 16:12:36.165745+00,2026-03-13 16:12:36.165745+00
58888726,58888702,t,,<insufficient privilege>,0,0,0,0,0,0,62259,1136.4833450000172,0.008694,19.457068,0.018254121412165585,0.13566780494360337,281200,124518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-16 20:34:09.14313+00,2026-02-16 20:34:09.14313+00
27141607,27141509,t,,<insufficient privilege>,0,0,0,0,0,0,34680,357.06272600000125,0.001285,81.990169,0.010295926355248017,0.450140426940021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-13 10:34:51.356214+00,2026-02-13 10:34:51.356214+00
72063647,72063611,t,,<insufficient privilege>,0,0,0,0,0,0,82850,2657.2191089999924,0.012058000000000001,24.431178000000003,0.03207265068195525,0.20182345212364242,81118,165688,12,0,0,0,0,0,0,0,0,24.154462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-03 05:35:59.317342+00,2026-03-03 05:35:59.317342+00
10,16384,t,,<insufficient privilege>,0,0,0,0,0,0,98,1.9739640000000003,0.006244,0.561091,0.02014248979591837,0.06273081460156901,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 00:18:17.220175+00,2026-03-16 00:18:17.220175+00
41256041,41251661,t,,<insufficient privilege>,0,0,0,0,0,0,2652763,80413.81153000174,0.009052000000000001,73.304537,0.03031322870908624,0.1759389802561561,0,12667508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-13 10:32:36.483143+00,2026-02-13 10:32:36.483143+00
56099700,56099681,t,,<insufficient privilege>,0,0,0,0,0,0,1981,2.9358190000000013,0.000439,0.310593,0.0014819883897021712,0.009999067511463507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-07 03:00:17.504604+00,2026-03-07 03:00:17.504604+00
10,16384,t,,<insufficient privilege>,0,0,0,0,0,0,97,1.0295670000000001,0.006348,0.0517,0.010614092783505155,0.005371775785946768,4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 00:44:17.228122+00,2026-03-16 00:44:17.228122+00
41257543,41254257,t,,<insufficient privilege>,0,0,0,0,0,0,900,28.513046000000006,0.012299000000000001,1.394371,0.03168116222222223,0.08142536980176193,900,3596,4,0,0,0,0,0,0,0,0,3.7253149999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 02:09:10.460529+00,2026-03-16 02:09:10.460529+00
55946681,55946648,t,,<insufficient privilege>,0,0,0,0,0,0,1135,73.21866200000007,0.008856,11.779393,0.06450983436123355,0.5327911058620621,1135,2274,1,0,0,0,0,0,0,0,0,0.821944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-07 00:00:09.681804+00,2026-03-07 00:00:09.681804+00
10,16384,t,,<insufficient privilege>,0,0,0,0,0,0,96,1.0898680000000003,0.006641,0.046404,0.011352791666666669,0.0047553560634226505,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 05:51:17.290901+00,2026-03-16 05:51:17.290901+00
65343194,65343178,t,,<insufficient privilege>,0,0,0,0,0,0,650,140.92369300000013,0.0030819999999999997,23.525433,0.21680568153846175,1.3234213901451264,626,1996,43,0,0,0,0,0,0,0,0,125.008887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 00:00:03.154261+00,2026-03-16 00:00:03.154261+00
71512638,71510822,t,,<insufficient privilege>,0,0,0,0,0,0,5623,3796.016707000001,0.333428,111.108921,0.6750874456695716,2.759032730384117,5623,509829,1459,0,0,0,0,0,0,0,0,787.8572090000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-02 17:37:23.372017+00,2026-03-02 17:37:23.372017+00
68695330,68695313,t,,<insufficient privilege>,0,0,0,0,0,0,1,1.343891,1.343891,1.343891,1.343891,0,1,14,2,0,0,0,0,0,0,0,0,1.127872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 08:28:43.613601+00,2026-03-16 08:28:43.613601+00
41257962,41255081,t,,<insufficient privilege>,0,0,0,0,0,0,301,179.5136520000001,0.083686,34.041344,0.596390870431894,3.019644895473709,3010,6476,178,0,0,0,0,0,0,0,0,96.62295400000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-13 02:01:19.082776+00,2026-03-13 02:01:19.082776+00
45251624,45249764,t,,<insufficient privilege>,0,0,0,0,0,0,673,24.107703000000008,0.019171,1.644281,0.03582125260029719,0.08229170007562059,2019,4455,1,0,0,0,0,0,0,0,0,0.88687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-13 18:38:25.746562+00,2026-03-13 18:38:25.746562+00
10,16384,t,,<insufficient privilege>,0,0,0,0,0,0,97,1.4701720000000003,0.007971,0.203514,0.015156412371134024,0.01961559284484393,4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 03:24:17.350929+00,2026-03-16 03:24:17.350929+00
15720190,15720129,t,,<insufficient privilege>,0,0,0,0,0,0,11,0.15789,0.010196,0.019351,0.014353636363636364,0.0023269114243691155,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 08:03:33.905734+00,2026-03-16 08:03:33.905734+00
45251624,45249764,t,,<insufficient privilege>,0,0,0,0,0,0,1,0.008857,0.008857,0.008857,0.008857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 08:28:14.638433+00,2026-03-16 08:28:14.638433+00
10,16384,t,,<insufficient privilege>,0,0,0,0,0,0,99,1.5354439999999996,0.007844,0.313229,0.01550953535353535,0.03026501188852213,4950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 04:24:17.262149+00,2026-03-16 04:24:17.262149+00
15720134,15720114,t,,<insufficient privilege>,0,0,0,0,0,0,19,1.465341,0.038238,0.323251,0.0771232105263158,0.08268461986531395,19,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 07:56:48.791023+00,2026-03-16 07:56:48.791023+00
41763995,41760476,t,,<insufficient privilege>,0,0,0,0,0,0,2,0.005948,0.001811,0.004137,0.002974,0.001163,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 08:27:20.510079+00,2026-03-16 08:27:20.510079+00
45802638,45800982,t,,<insufficient privilege>,0,0,0,0,0,0,152,8.539800999999995,0.026615,1.412547,0.056182901315789444,0.15007472973365107,0,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 02:21:23.94724+00,2026-03-16 02:21:23.94724+00
45251701,45247207,t,,<insufficient privilege>,0,0,0,0,0,0,10374,2899.8201009999975,0.003592,21.18868,0.2795276750530169,1.0724127840814193,7743,37338,1681,0,0,0,0,0,0,0,0,2624.6829999999986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-04 11:42:22.135848+00,2026-03-04 11:42:22.135848+00
72009193,72009141,t,,<insufficient privilege>,0,0,0,0,0,0,26,32.389578,0.672315,12.449305,1.245753,2.2560827055213517,26,2340,87,0,0,0,0,0,0,0,0,13.627149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 08:18:50.4309+00,2026-03-16 08:18:50.4309+00
66385383,66385362,t,,<insufficient privilege>,0,0,0,0,0,0,86,28.86461399999999,0.09125699999999999,19.612443,0.3356350465116278,2.091590286234159,86,1700,20,0,0,0,0,0,0,0,0,19.430584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 07:13:56.540902+00,2026-03-16 07:13:56.540902+00
15720134,15720114,t,,<insufficient privilege>,0,0,0,0,0,0,56,1.7113780000000003,0.011941,0.118053,0.030560321428571433,0.0195476036365688,56,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 07:48:56.603703+00,2026-03-16 07:48:56.603703+00
44869426,44867074,t,,<insufficient privilege>,0,0,0,0,0,0,304,1446.9238819999998,1.523288,544.8715159999999,4.759618032894736,31.17099979171734,14,133851,433,0,0,0,0,0,0,0,0,539.526026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 00:13:40.375337+00,2026-03-16 00:13:40.375337+00
65343194,65343178,t,,<insufficient privilege>,0,0,0,0,0,0,6269,609.1332749999984,0.0033699999999999997,58.022492,0.09716593954378663,1.2084174533019036,6269,6167,102,0,0,0,0,0,0,0,0,124.18548700000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-23 05:28:59.3243+00,2026-02-23 05:28:59.3243+00
10,16384,t,,<insufficient privilege>,0,0,0,0,0,0,97,1.2206210000000002,0.008011,0.033554,0.012583721649484538,0.004145776404328379,4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 03:20:17.180269+00,2026-03-16 03:20:17.180269+00
72029769,72029744,t,,<insufficient privilege>,0,0,0,0,0,0,40887,92.0801530000004,0.000392,12.86866,0.002252064299166004,0.0837459609814677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-03 01:42:49.70258+00,2026-03-03 01:42:49.70258+00
77121578,77121538,t,,<insufficient privilege>,0,0,0,0,0,0,5758,56.82999899999992,0.002124,4.405368,0.009869746266064593,0.09090100371825481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-12 12:22:27.211954+00,2026-03-12 12:22:27.211954+00
75012446,75012427,t,,<insufficient privilege>,0,0,0,0,0,0,3051,551.7467870000017,0.010094,18.105142,0.18084129367420576,0.5457667889470719,32,67543,16,0,0,0,0,0,0,0,0,12.54265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-05 15:51:14.422964+00,2026-03-05 15:51:14.422964+00
66015814,66003538,t,,<insufficient privilege>,0,0,0,0,0,0,1,0.49423999999999996,0.49423999999999996,0.49423999999999996,0.49423999999999996,0,55,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 08:27:27.203161+00,2026-03-16 08:27:27.203161+00
45802638,45800982,t,,<insufficient privilege>,0,0,0,0,0,0,102,6.937630999999998,0.00614,3.108596,0.06801599019607842,0.3389658752443475,102,2706,3,0,0,0,0,0,0,0,0,1.534869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 02:21:23.105827+00,2026-03-16 02:21:23.105827+00
66015814,66003538,t,,<insufficient privilege>,0,0,0,0,0,0,1,0.01521,0.01521,0.01521,0.01521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 08:27:27.186347+00,2026-03-16 08:27:27.186347+00
45802638,45800982,t,,<insufficient privilege>,0,0,0,0,0,0,14,0.695076,0.041372000000000006,0.062178,0.049648285714285714,0.00566194626341472,14,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 05:29:22.985697+00,2026-03-16 05:29:22.985697+00
75012446,75012427,t,,<insufficient privilege>,0,0,0,0,0,0,4216,141.73547899999977,0.007036,10.689779999999999,0.033618472248576795,0.26996835309740896,12648,15973,32,0,0,0,0,0,0,0,0,52.676826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-05 19:10:30.082892+00,2026-03-05 19:10:30.082892+00
66385383,66385362,t,,<insufficient privilege>,0,0,0,0,0,0,24,0.9584489999999999,0.0055049999999999995,0.481303,0.039935374999999995,0.0998417290485348,24,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 07:16:56.000208+00,2026-03-16 07:16:56.000208+00
41762549,41757945,t,,<insufficient privilege>,0,0,0,0,0,0,37684,434.69323199999707,0.0021560000000000004,16.396746,0.011535220040335343,0.1220075052923926,3723,37651,33,0,0,0,0,0,0,0,0,60.447803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-13 10:34:11.909681+00,2026-02-13 10:34:11.909681+00
20484569,20484550,t,,<insufficient privilege>,0,0,0,0,0,0,45720,324.20668199999966,0.000993,4.689549,0.0070911347769028795,0.056053269097327774,0,2928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-13 10:59:11.232367+00,2026-02-13 10:59:11.232367+00
20563,64973569,t,,<insufficient privilege>,0,0,0,0,0,0,8,0.108703,0.008721,0.025009,0.013587875,0.004801168020323284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 08:17:28.027401+00,2026-03-16 08:17:28.027401+00
55980848,55980822,t,,<insufficient privilege>,0,0,0,0,0,0,31,42.26508200000001,0.754905,9.248994999999999,1.3633897419354841,1.5912903688430273,31,3233,92,0,0,0,0,0,0,0,0,11.980744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 03:54:44.776139+00,2026-03-16 03:54:44.776139+00
76831764,76769950,t,,<insufficient privilege>,0,0,0,0,0,0,4909,51.84442600000008,0.001523,6.625127,0.010561097168466099,0.10752078382139067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-12 09:31:58.735738+00,2026-03-12 09:31:58.735738+00
69068743,69068718,t,,<insufficient privilege>,0,0,0,0,0,0,20,0.376264,0.016178,0.024555,0.0188132,0.0018593712808366164,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 07:53:29.831085+00,2026-03-16 07:53:29.831085+00
55946681,55946648,t,,<insufficient privilege>,0,0,0,0,0,0,3793,4527.764876999995,0.011887,194.01832399999998,1.193716023464275,7.395416930997783,3793,11207,172,0,0,0,0,0,0,0,0,1423.8985569999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-02 21:36:02.277916+00,2026-03-02 21:36:02.277916+00
10,16384,t,,<insufficient privilege>,0,0,0,0,0,0,95,1.1006590000000003,0.00765,0.030096,0.011585884210526318,0.0036240083561631265,4750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-03-16 04:08:17.350789+00,2026-03-16 04:08:17.350789+00
